"","iati.identifier","hierarchy","last.updated.datetime","default.language","reporting.org","reporting.org.ref","reporting.org.type","reporting.org.type.code","title","description","activity.status.code","start.planned","end.planned","start.actual","end.actual","participating.org..Accountable.","participating.org.ref..Accountable.","participating.org.type..Accountable.","participating.org.type.code..Accountable.","participating.org..Funding.","participating.org.ref..Funding.","participating.org.type..Funding.","participating.org.type.code..Funding.","participating.org..Extending.","participating.org.ref..Extending.","participating.org.type..Extending.","participating.org.type.code..Extending.","participating.org..Implementing.","participating.org.ref..Implementing.","participating.org.type..Implementing.","participating.org.type.code..Implementing.","recipient.country.code","recipient.country","recipient.country.percentage","recipient.region.code","recipient.region","recipient.region.percentage","sector.code","sector","sector.percentage","sector.vocabulary","sector.vocabulary.code","collaboration.type.code","default.finance.type.code","default.flow.type.code","default.aid.type.code","default.tied.status.code","default.currency","currency","total.Commitment","total.Disbursement","total.Expenditure","total.Incoming.Funds","total.Interest.Repayment","total.Loan.Repayment","total.Reimbursement"
"2721","XM-DAC-701-8-2014959831",NA,"2015-09-25 00:00:00","en","Japan International Cooperation Agency","XM-DAC-701-8","Government","10","TC AGGREGATED ACTIVITIES","TC AGGREGATED ACTIVITIES","2","2014-01-01","2014-12-31","2014-01-01","2014-12-31","Recipient Government",NA,"Government",10,"Japan","JP","Government",10,"Japan International Cooperation Agency","XM-DAC-701-8","Government",10,"Recipient Government",NA,"Government",10,"IN","India",NA,"679","South Asia, regional",NA,"21020","Road transport","100","OECD Development Assistance Committee","DAC",1,"110",10,"C01",NA,"JPY","JPY",707713.462,"706000","0","0",0,0,0
"2722","XM-DAC-701-8-2014959913",NA,"2015-09-25 00:00:00","en","Japan International Cooperation Agency","XM-DAC-701-8","Government","10","TC AGGREGATED ACTIVITIES","TC AGGREGATED ACTIVITIES","2","2014-01-01","2014-12-31","2014-01-01","2014-12-31","Recipient Government",NA,"Government",10,"Japan","JP","Government",10,"Japan International Cooperation Agency","XM-DAC-701-8","Government",10,"Recipient Government",NA,"Government",10,"IN","India",NA,"679","South Asia, regional",NA,"22020","Telecommunications","100","OECD Development Assistance Committee","DAC",1,"110",10,"C01",NA,"JPY","JPY",1154795.904,"1152000","0","0",0,0,0
"2723","XM-DAC-701-8-2014959962",NA,"2015-09-25 00:00:00","en","Japan International Cooperation Agency","XM-DAC-701-8","Government","10","TC AGGREGATED ACTIVITIES","TC AGGREGATED ACTIVITIES","2","2014-01-01","2014-12-31","2014-01-01","2014-12-31","Recipient Government",NA,"Government",10,"Japan","JP","Government",10,"Japan International Cooperation Agency","XM-DAC-701-8","Government",10,"Recipient Government",NA,"Government",10,"IN","India",NA,"679","South Asia, regional",NA,"14022","Sanitation - large systems","100","OECD Development Assistance Committee","DAC",1,"110",10,"C01",NA,"JPY","JPY",101925774.933,"101679000","0","0",0,0,0
"2724","XM-DAC-701-8-2014960016",NA,"2015-09-25 00:00:00","en","Japan International Cooperation Agency","XM-DAC-701-8","Government","10","TC AGGREGATED ACTIVITIES","TC AGGREGATED ACTIVITIES","2","2014-01-01","2014-12-31","2014-01-01","2014-12-31","Recipient Government",NA,"Government",10,"Japan","JP","Government",10,"Japan International Cooperation Agency","XM-DAC-701-8","Government",10,"Recipient Government",NA,"Government",10,"IN","India",NA,"679","South Asia, regional",NA,"31210","Forestry policy and administrative management","100","OECD Development Assistance Committee","DAC",1,"110",10,"C01",NA,"JPY","JPY",16051863.551,"16013000","0","0",0,0,0
"2725","XM-DAC-701-8-2014960017",NA,"2015-09-25 00:00:00","en","Japan International Cooperation Agency","XM-DAC-701-8","Government","10","TC AGGREGATED ACTIVITIES","TC AGGREGATED ACTIVITIES","2","2014-01-01","2014-12-31","2014-01-01","2014-12-31","Recipient Government",NA,"Government",10,"Japan","JP","Government",10,"Japan International Cooperation Agency","XM-DAC-701-8","Government",10,"Recipient Government",NA,"Government",10,"IN","India",NA,"679","South Asia, regional",NA,"74010","Disaster prevention and preparedness","100","OECD Development Assistance Committee","DAC",1,"110",10,"C01",NA,"JPY","JPY",741795.98,"740000","0","0",0,0,0
"2726","XM-DAC-701-8-2014960102",NA,"2015-09-25 00:00:00","en","Japan International Cooperation Agency","XM-DAC-701-8","Government","10","TC AGGREGATED ACTIVITIES","TC AGGREGATED ACTIVITIES","2","2014-01-01","2014-12-31","2014-01-01","2014-12-31","Recipient Government",NA,"Government",10,"Japan","JP","Government",10,"Japan International Cooperation Agency","XM-DAC-701-8","Government",10,"Recipient Government",NA,"Government",10,"IN","India",NA,"679","South Asia, regional",NA,"21010","Transport policy and administrative management","100","OECD Development Assistance Committee","DAC",1,"110",10,"C01",NA,"JPY","JPY",662604.247,"661000","0","0",0,0,0
"2727","XM-DAC-701-8-2014960149",NA,"2015-09-25 00:00:00","en","Japan International Cooperation Agency","XM-DAC-701-8","Government","10","TC AGGREGATED ACTIVITIES","TC AGGREGATED ACTIVITIES","2","2014-01-01","2014-12-31","2014-01-01","2014-12-31","Recipient Government",NA,"Government",10,"Japan","JP","Government",10,"Japan International Cooperation Agency","XM-DAC-701-8","Government",10,"Recipient Government",NA,"Government",10,"IN","India",NA,"679","South Asia, regional",NA,"31210","Forestry policy and administrative management","100","OECD Development Assistance Committee","DAC",1,"110",10,"C01",NA,"JPY","JPY",1983803.033,"1979000","0","0",0,0,0
"2728","XM-DAC-701-8-2014960203",NA,"2015-09-25 00:00:00","en","Japan International Cooperation Agency","XM-DAC-701-8","Government","10","TC AGGREGATED ACTIVITIES","TC AGGREGATED ACTIVITIES","2","2014-01-01","2014-12-31","2014-01-01","2014-12-31","Recipient Government",NA,"Government",10,"Japan","JP","Government",10,"Japan International Cooperation Agency","XM-DAC-701-8","Government",10,"Recipient Government",NA,"Government",10,"IN","India",NA,"679","South Asia, regional",NA,"14015","Water resources protection","100","OECD Development Assistance Committee","DAC",1,"110",10,"C01",NA,"JPY","JPY",1336235.191,"1333000","0","0",0,0,0
"2729","XM-DAC-701-8-2014960276",NA,"2015-09-25 00:00:00","en","Japan International Cooperation Agency","XM-DAC-701-8","Government","10","TC AGGREGATED ACTIVITIES","TC AGGREGATED ACTIVITIES","2","2014-01-01","2014-12-31","2014-01-01","2014-12-31","Recipient Government",NA,"Government",10,"Japan","JP","Government",10,"Japan International Cooperation Agency","XM-DAC-701-8","Government",10,"Recipient Government",NA,"Government",10,"IN","India",NA,"679","South Asia, regional",NA,"11110","Education policy and administrative management","100","OECD Development Assistance Committee","DAC",1,"110",10,"C01",NA,"JPY","JPY",793922.184,"792000","0","0",0,0,0
"2730","XM-DAC-701-8-2014960277",NA,"2015-09-25 00:00:00","en","Japan International Cooperation Agency","XM-DAC-701-8","Government","10","TC AGGREGATED ACTIVITIES","TC AGGREGATED ACTIVITIES","2","2014-01-01","2014-12-31","2014-01-01","2014-12-31","Recipient Government",NA,"Government",10,"Japan","JP","Government",10,"Japan International Cooperation Agency","XM-DAC-701-8","Government",10,"Recipient Government",NA,"Government",10,"IN","India",NA,"679","South Asia, regional",NA,"21020","Road transport","100","OECD Development Assistance Committee","DAC",1,"110",10,"C01",NA,"JPY","JPY",457106.712,"456000","0","0",0,0,0
"2731","XM-DAC-701-8-2014960449",NA,"2015-09-25 00:00:00","en","Japan International Cooperation Agency","XM-DAC-701-8","Government","10","TC AGGREGATED ACTIVITIES","TC AGGREGATED ACTIVITIES","2","2014-01-01","2014-12-31","2014-01-01","2014-12-31","Recipient Government",NA,"Government",10,"Japan","JP","Government",10,"Japan International Cooperation Agency","XM-DAC-701-8","Government",10,"Recipient Government",NA,"Government",10,"IN","India",NA,"679","South Asia, regional",NA,"14022","Sanitation - large systems","100","OECD Development Assistance Committee","DAC",1,"110",10,"C01",NA,"JPY","JPY",16124038.295,"16085000","0","0",0,0,0
"2732","XM-DAC-701-8-2014960614",NA,"2015-09-25 00:00:00","en","Japan International Cooperation Agency","XM-DAC-701-8","Government","10","TC AGGREGATED ACTIVITIES","TC AGGREGATED ACTIVITIES","2","2014-01-01","2014-12-31","2014-01-01","2014-12-31","Recipient Government",NA,"Government",10,"Japan","JP","Government",10,"Japan International Cooperation Agency","XM-DAC-701-8","Government",10,"Recipient Government",NA,"Government",10,"IN","India",NA,"679","South Asia, regional",NA,"21010","Transport policy and administrative management","100","OECD Development Assistance Committee","DAC",1,"110",10,"C01",NA,"JPY","JPY",1097657.565,"1095000","0","0",0,0,0
"2733","XM-DAC-701-8-2014960615",NA,"2015-09-25 00:00:00","en","Japan International Cooperation Agency","XM-DAC-701-8","Government","10","TC AGGREGATED ACTIVITIES","TC AGGREGATED ACTIVITIES","2","2014-01-01","2014-12-31","2014-01-01","2014-12-31","Recipient Government",NA,"Government",10,"Japan","JP","Government",10,"Japan International Cooperation Agency","XM-DAC-701-8","Government",10,"Recipient Government",NA,"Government",10,"IN","India",NA,"679","South Asia, regional",NA,"32130","Small and medium-sized enterprises (SME) development","100","OECD Development Assistance Committee","DAC",1,"110",10,"C01",NA,"JPY","JPY",997414.865,"995000","0","0",0,0,0
"2734","XM-DAC-701-8-2014960689",NA,"2015-09-25 00:00:00","en","Japan International Cooperation Agency","XM-DAC-701-8","Government","10","TC AGGREGATED ACTIVITIES","TC AGGREGATED ACTIVITIES","2","2014-01-01","2014-12-31","2014-01-01","2014-12-31","Recipient Government",NA,"Government",10,"Japan","JP","Government",10,"Japan International Cooperation Agency","XM-DAC-701-8","Government",10,"Recipient Government",NA,"Government",10,"IN","India",NA,"679","South Asia, regional",NA,"41030","Bio-diversity","100","OECD Development Assistance Committee","DAC",1,"110",10,"C01",NA,"JPY","JPY",6337343.494,"6322000","0","0",0,0,0
"2735","XM-DAC-701-8-2014960744",NA,"2015-09-25 00:00:00","en","Japan International Cooperation Agency","XM-DAC-701-8","Government","10","TC AGGREGATED ACTIVITIES","TC AGGREGATED ACTIVITIES","2","2014-01-01","2014-12-31","2014-01-01","2014-12-31","Recipient Government",NA,"Government",10,"Japan","JP","Government",10,"Japan International Cooperation Agency","XM-DAC-701-8","Government",10,"Recipient Government",NA,"Government",10,"IN","India",NA,"679","South Asia, regional",NA,"16010","Social/ welfare services","100","OECD Development Assistance Committee","DAC",1,"110",10,"C01",NA,"JPY","JPY",718740.159,"717000","0","0",0,0,0
"2736","XM-DAC-701-8-2014960759",NA,"2015-09-25 00:00:00","en","Japan International Cooperation Agency","XM-DAC-701-8","Government","10","TC AGGREGATED ACTIVITIES","TC AGGREGATED ACTIVITIES","2","2014-01-01","2014-12-31","2014-01-01","2014-12-31","Recipient Government",NA,"Government",10,"Japan","JP","Government",10,"Japan International Cooperation Agency","XM-DAC-701-8","Government",10,"Recipient Government",NA,"Government",10,"IN","India",NA,"679","South Asia, regional",NA,"41010","Environmental policy and administrative management","100","OECD Development Assistance Committee","DAC",1,"110",10,"C01",NA,"JPY","JPY",1270075.009,"1267000","0","0",0,0,0
"2737","XM-DAC-701-8-2014960771",NA,"2015-09-25 00:00:00","en","Japan International Cooperation Agency","XM-DAC-701-8","Government","10","TC AGGREGATED ACTIVITIES","TC AGGREGATED ACTIVITIES","2","2014-01-01","2014-12-31","2014-01-01","2014-12-31","Recipient Government",NA,"Government",10,"Japan","JP","Government",10,"Japan International Cooperation Agency","XM-DAC-701-8","Government",10,"Recipient Government",NA,"Government",10,"IN","India",NA,"679","South Asia, regional",NA,"14040","River development","100","OECD Development Assistance Committee","DAC",1,"110",10,"C01",NA,"JPY","JPY",2323625.786,"2318000","0","0",0,0,0
"2738","XM-DAC-701-8-2014960824",NA,"2015-09-25 00:00:00","en","Japan International Cooperation Agency","XM-DAC-701-8","Government","10","TC AGGREGATED ACTIVITIES","TC AGGREGATED ACTIVITIES","2","2014-01-01","2014-12-31","2014-01-01","2014-12-31","Recipient Government",NA,"Government",10,"Japan","JP","Government",10,"Japan International Cooperation Agency","XM-DAC-701-8","Government",10,"Recipient Government",NA,"Government",10,"IN","India",NA,"679","South Asia, regional",NA,"32161","Agro-industries","100","OECD Development Assistance Committee","DAC",1,"110",10,"C01",NA,"JPY","JPY",16409729.99,"16370000","0","0",0,0,0
"2739","XM-DAC-701-8-2014960891",NA,"2015-09-25 00:00:00","en","Japan International Cooperation Agency","XM-DAC-701-8","Government","10","TC AGGREGATED ACTIVITIES","TC AGGREGATED ACTIVITIES","2","2014-01-01","2014-12-31","2014-01-01","2014-12-31","Recipient Government",NA,"Government",10,"Japan","JP","Government",10,"Japan International Cooperation Agency","XM-DAC-701-8","Government",10,"Recipient Government",NA,"Government",10,"IN","India",NA,"679","South Asia, regional",NA,"14015","Water resources protection","100","OECD Development Assistance Committee","DAC",1,"110",10,"C01",NA,"JPY","JPY",750817.823,"749000","0","0",0,0,0
"2740","XM-DAC-701-8-2014960906",NA,"2015-09-25 00:00:00","en","Japan International Cooperation Agency","XM-DAC-701-8","Government","10","TC AGGREGATED ACTIVITIES","TC AGGREGATED ACTIVITIES","2","2014-01-01","2014-12-31","2014-01-01","2014-12-31","Recipient Government",NA,"Government",10,"Japan","JP","Government",10,"Japan International Cooperation Agency","XM-DAC-701-8","Government",10,"Recipient Government",NA,"Government",10,"IN","India",NA,"679","South Asia, regional",NA,"21010","Transport policy and administrative management","100","OECD Development Assistance Committee","DAC",1,"110",10,"C01",NA,"JPY","JPY",1012451.27,"1010000","0","0",0,0,0
"2741","XM-DAC-701-8-2014960974",NA,"2015-09-25 00:00:00","en","Japan International Cooperation Agency","XM-DAC-701-8","Government","10","TC AGGREGATED ACTIVITIES","TC AGGREGATED ACTIVITIES","2","2014-01-01","2014-12-31","2014-01-01","2014-12-31","Recipient Government",NA,"Government",10,"Japan","JP","Government",10,"Japan International Cooperation Agency","XM-DAC-701-8","Government",10,"Recipient Government",NA,"Government",10,"IN","India",NA,"679","South Asia, regional",NA,"32130","Small and medium-sized enterprises (SME) development","100","OECD Development Assistance Committee","DAC",1,"110",10,"C01",NA,"JPY","JPY",1610900.189,"1607000","0","0",0,0,0
"2742","XM-DAC-701-8-2014961005",NA,"2015-09-25 00:00:00","en","Japan International Cooperation Agency","XM-DAC-701-8","Government","10","TC AGGREGATED ACTIVITIES","TC AGGREGATED ACTIVITIES","2","2014-01-01","2014-12-31","2014-01-01","2014-12-31","Recipient Government",NA,"Government",10,"Japan","JP","Government",10,"Japan International Cooperation Agency","XM-DAC-701-8","Government",10,"Recipient Government",NA,"Government",10,"IN","India",NA,"679","South Asia, regional",NA,"21030","Rail transport","100","OECD Development Assistance Committee","DAC",1,"110",10,"C01",NA,"JPY","JPY",12397014.709,"12367000","0","0",0,0,0
"2743","XM-DAC-701-8-2014961051",NA,"2015-09-25 00:00:00","en","Japan International Cooperation Agency","XM-DAC-701-8","Government","10","TC AGGREGATED ACTIVITIES","TC AGGREGATED ACTIVITIES","2","2014-01-01","2014-12-31","2014-01-01","2014-12-31","Recipient Government",NA,"Government",10,"Japan","JP","Government",10,"Japan International Cooperation Agency","XM-DAC-701-8","Government",10,"Recipient Government",NA,"Government",10,"IN","India",NA,"679","South Asia, regional",NA,"11220","Primary education","100","OECD Development Assistance Committee","DAC",1,"110",10,"C01",NA,"JPY","JPY",902184.3,"9e+05","0","0",0,0,0
"2744","XM-DAC-701-8-2014961076",NA,"2015-09-25 00:00:00","en","Japan International Cooperation Agency","XM-DAC-701-8","Government","10","TC AGGREGATED ACTIVITIES","TC AGGREGATED ACTIVITIES","2","2014-01-01","2014-12-31","2014-01-01","2014-12-31","Recipient Government",NA,"Government",10,"Japan","JP","Government",10,"Japan International Cooperation Agency","XM-DAC-701-8","Government",10,"Recipient Government",NA,"Government",10,"IN","India",NA,"679","South Asia, regional",NA,"21030","Rail transport","100","OECD Development Assistance Committee","DAC",1,"110",10,"C01",NA,"JPY","JPY",19570382.321,"19523000","0","0",0,0,0
"2745","XM-DAC-701-8-2014961176",NA,"2015-09-25 00:00:00","en","Japan International Cooperation Agency","XM-DAC-701-8","Government","10","TC AGGREGATED ACTIVITIES","TC AGGREGATED ACTIVITIES","2","2014-01-01","2014-12-31","2014-01-01","2014-12-31","Recipient Government",NA,"Government",10,"Japan","JP","Government",10,"Japan International Cooperation Agency","XM-DAC-701-8","Government",10,"Recipient Government",NA,"Government",10,"IN","India",NA,"679","South Asia, regional",NA,"21030","Rail transport","100","OECD Development Assistance Committee","DAC",1,"110",10,"C01",NA,"JPY","JPY",1029492.529,"1027000","0","0",0,0,0
"2746","XM-DAC-701-8-2014961217",NA,"2015-09-25 00:00:00","en","Japan International Cooperation Agency","XM-DAC-701-8","Government","10","TC AGGREGATED ACTIVITIES","TC AGGREGATED ACTIVITIES","2","2014-01-01","2014-12-31","2014-01-01","2014-12-31","Recipient Government",NA,"Government",10,"Japan","JP","Government",10,"Japan International Cooperation Agency","XM-DAC-701-8","Government",10,"Recipient Government",NA,"Government",10,"IN","India",NA,"679","South Asia, regional",NA,"43010","Multisector aid","100","OECD Development Assistance Committee","DAC",1,"110",10,"C01",NA,"JPY","JPY",3844307.545,"3835000","0","0",0,0,0
"2747","XM-DAC-701-8-2014961327",NA,"2015-09-25 00:00:00","en","Japan International Cooperation Agency","XM-DAC-701-8","Government","10","TC AGGREGATED ACTIVITIES","TC AGGREGATED ACTIVITIES","2","2014-01-01","2014-12-31","2014-01-01","2014-12-31","Recipient Government",NA,"Government",10,"Japan","JP","Government",10,"Japan International Cooperation Agency","XM-DAC-701-8","Government",10,"Recipient Government",NA,"Government",10,"IN","India",NA,"679","South Asia, regional",NA,"21020","Road transport","100","OECD Development Assistance Committee","DAC",1,"110",10,"C01",NA,"JPY","JPY",430041.183,"429000","0","0",0,0,0
"2748","XM-DAC-701-8-2014961380",NA,"2015-09-25 00:00:00","en","Japan International Cooperation Agency","XM-DAC-701-8","Government","10","TC AGGREGATED ACTIVITIES","TC AGGREGATED ACTIVITIES","2","2014-01-01","2014-12-31","2014-01-01","2014-12-31","Recipient Government",NA,"Government",10,"Japan","JP","Government",10,"Japan International Cooperation Agency","XM-DAC-701-8","Government",10,"Recipient Government",NA,"Government",10,"IN","India",NA,"679","South Asia, regional",NA,"33110","Trade policy and administrative management","100","OECD Development Assistance Committee","DAC",1,"110",10,"C01",NA,"JPY","JPY",42101.934,"42000","0","0",0,0,0
