aid,title,reporting,commitment,spend,currency
41122-India-2040%2FA0%2F04%2F823%2F071,"IR71-Communication units in Rural Development/ PHED/DDWS, Information and Broadcasting, Health, Edu",United Nations Children's Fund (UNICEF),0,193226,USD
41122-India-2040%2FA0%2F04%2F823%2F072,"IR72-Key academic, learning and training centres have enhanced capacities to design and deliver cou",United Nations Children's Fund (UNICEF),0,20137,USD
41122-India-2040%2FA0%2F04%2F823%2F073,IR73-Families and communities have increased knowledge and positive attitudes about a range of key,United Nations Children's Fund (UNICEF),0,328174,USD
41122-India-2040%2FA0%2F04%2F824%2F016,IR16-Mobile populations and high risk groups in endemic states and highrisk areas have increased ac,United Nations Children's Fund (UNICEF),0,238480,USD
41122-India-2040%2FA0%2F04%2F824%2F069,"IR69-Key policy makers, celebrities and media engaged on key children'sissues",United Nations Children's Fund (UNICEF),0,86100,USD
41122-India-2040%2FA0%2F04%2F826%2F041,"IR08-Health managers at Block, District, State and National level can manage UIP resources (predicti",United Nations Children's Fund (UNICEF),0,0,USD
41122-India-2040%2FA0%2F04%2F826%2F191,IR13-Operations- and essential research results are available for policy and strategy development as,United Nations Children's Fund (UNICEF),0,0,USD
41122-India-2040%2FA0%2F04%2F826%2F192,IR13-Operations- and essential research results are available for policy and strategy development as,United Nations Children's Fund (UNICEF),0,0,USD
41122-India-2040%2FA0%2F04%2F826%2F409,IR14-National and state HFW and WCD departments can roll out Village Health and Nutrition Days (VHND,United Nations Children's Fund (UNICEF),0,0,USD
41122-India-2040%2FA0%2F04%2F827%2F039,IR02-National and state WCD and HFW government departments can scale up a programme for improved nut,United Nations Children's Fund (UNICEF),0,0,USD
41122-India-2040%2FA0%2F04%2F827%2F091,IR04-National and state HFW and WCD government departments can scale up a programme to deliver preve,United Nations Children's Fund (UNICEF),0,0,USD
41122-India-2040%2FA0%2F04%2F827%2F099,IR04-National and state HFW and WCD government departments can scale up a programme to deliver preve,United Nations Children's Fund (UNICEF),0,0,USD
41122-India-2040%2FA0%2F04%2F827%2F101,IR04-National and state HFW and WCD government departments can scale up a programme to deliver preve,United Nations Children's Fund (UNICEF),0,0,USD
41122-India-2040%2FA0%2F04%2F827%2F104,IR04-National and state HFW and WCD government departments can scale up a programme to deliver preve,United Nations Children's Fund (UNICEF),0,0,USD
41122-India-2040%2FA0%2F04%2F827%2F126,IR05-National and state WCD and HFW government departments can scale up programmes for the control o,United Nations Children's Fund (UNICEF),0,0,USD
41122-India-2040%2FA0%2F04%2F827%2F129,IR05-National and state WCD and HFW government departments can scale up programmes for the control o,United Nations Children's Fund (UNICEF),0,0,USD
41122-India-2040%2FA0%2F04%2F827%2F154,IR06-National and state government departments can scale up programmes to promote access to and use,United Nations Children's Fund (UNICEF),0,0,USD
41122-India-2040%2FA0%2F04%2F827%2F155,IR06-National and state government departments can scale up programmes to promote access to and use,United Nations Children's Fund (UNICEF),0,0,USD
41122-India-2040%2FA0%2F04%2F827%2F159,IR06-National and state government departments can scale up programmes to promote access to and use,United Nations Children's Fund (UNICEF),0,0,USD
41122-India-2040%2FA0%2F04%2F827%2F161,IR06-National and state government departments can scale up programmes to promote access to and use,United Nations Children's Fund (UNICEF),0,0,USD
41122-India-2040%2FA0%2F04%2F827%2F401,IR14-National and state HFW and WCD departments can roll out Village Health and Nutrition Days (VHND,United Nations Children's Fund (UNICEF),0,0,USD
41122-India-2040%2FA0%2F04%2F827%2F409,IR14-National and state HFW and WCD departments can roll out Village Health and Nutrition Days (VHND,United Nations Children's Fund (UNICEF),0,0,USD
41122-India-2040%2FA0%2F04%2F827%2F411,IR14-National and state HFW and WCD departments can roll out Village Health and Nutrition Days (VHND,United Nations Children's Fund (UNICEF),0,0,USD
41122-India-2040%2FA0%2F04%2F827%2F414,IR14-National and state HFW and WCD departments can roll out Village Health and Nutrition Days (VHND,United Nations Children's Fund (UNICEF),0,0,USD
41122-India-2040%2FA0%2F04%2F828%2F467,IR21-The capacity of our partner to reduce the risks of the most vulnerable women and children durin,United Nations Children's Fund (UNICEF),0,0,USD
41122-India-2040%2FA0%2F04%2F829%2F062,IR52-Increased knowledge and awareness of social practices harmful to children (including child marr,United Nations Children's Fund (UNICEF),0,0,USD
41122-India-2040%2FA0%2F04%2F830%2F009,IR30-Evidence based knowledge and good practices on school readiness to reduce disparities and impro,United Nations Children's Fund (UNICEF),0,0,USD
41122-India-2040%2FA0%2F04%2F830%2F067,IR33-Specific goals and interventions to reduce gender disparities in elementary education documente,United Nations Children's Fund (UNICEF),0,0,USD
41122-India-2040%2FA0%2F04%2F830%2F074,IR33-Specific goals and interventions to reduce gender disparities in elementary education documente,United Nations Children's Fund (UNICEF),0,0,USD
41122-India-2040%2FA0%2F04%2F831%2F099,"IR43-MWCD, Other relevant ministries (MHRD, MoHFW, MoRD, MSJE, MoL etc.,), and networks of people li",United Nations Children's Fund (UNICEF),0,0,USD
41122-India-2040%2FA0%2F04%2F832%2F557,"IR62-Strategic knowledge on MDGs, social inclusion, equity and child rights developed, documented an",United Nations Children's Fund (UNICEF),0,0,USD
41122-India-2040%2FA0%2F04%2F835%2F007,IR60-Census and social sector surveys systems strengthened for filling in data gaps and improving qu,United Nations Children's Fund (UNICEF),0,0,USD
41122-India-2040%2FA0%2F04%2F835%2F105,"IR64-Evidence, partnerships and pilots developed and used to promote equity and social inclusion obj",United Nations Children's Fund (UNICEF),0,0,USD
41122-India-2040%2FA0%2F04%2F835%2F153,IR66-Governments have the evidence base and capacity to design and implement Gender and Child Sensit,United Nations Children's Fund (UNICEF),0,0,USD
41122-India-2040%2FA0%2F04%2F835%2F163,IR66-Governments have the evidence base and capacity to design and implement Gender and Child Sensit,United Nations Children's Fund (UNICEF),0,0,USD
41122-India-2040%2FA0%2F04%2F835%2F192,IR67-Strengthen systems to improve the processes and levels of registration of births in a few regis,United Nations Children's Fund (UNICEF),0,0,USD
41122-India-2040%2FA0%2F04%2F835%2F195,IR67-Strengthen systems to improve the processes and levels of registration of births in a few regis,United Nations Children's Fund (UNICEF),0,0,USD
41122-India-2040%2FA0%2F04%2F835%2F615,"IR63-Government, civil society, child rights institutions and Commissions supported for accelerating",United Nations Children's Fund (UNICEF),0,0,USD
41122-India-2040%2FA0%2F04%2F835%2F622,"IR63-Government, civil society, child rights institutions and Commissions supported for accelerating",United Nations Children's Fund (UNICEF),0,0,USD
41122-India-2040%2FA0%2F04%2F835%2F626,"IR63-Government, civil society, child rights institutions and Commissions supported for accelerating",United Nations Children's Fund (UNICEF),0,0,USD
41122-India-2040%2FA0%2F04%2F836%2F045,"IR72-Key academic, learning and training centres have enhanced capacities to design and deliver cour",United Nations Children's Fund (UNICEF),0,0,USD
41122-India-2040%2FA0%2F04%2F836%2F096,"IR74-Through cross-cutting media initiatives , women, children, underserved communities and other ke",United Nations Children's Fund (UNICEF),0,0,USD
41122-India-2040%2FA0%2F04%2F836%2F407,IR14-National and state HFW and WCD departments can roll out Village Health and Nutrition Days (VHND,United Nations Children's Fund (UNICEF),0,0,USD
41122-India-2040%2FA0%2F04%2F836%2F410,IR14-National and state HFW and WCD departments can roll out Village Health and Nutrition Days (VHND,United Nations Children's Fund (UNICEF),0,0,USD
41122-India-2040%2FA0%2F04%2F836%2F412,IR14-National and state HFW and WCD departments can roll out Village Health and Nutrition Days (VHND,United Nations Children's Fund (UNICEF),0,0,USD
41122-India-2040%2FA0%2F04%2F836%2F464,IR21-The capacity of our partner to reduce the risks of the most vulnerable women and children durin,United Nations Children's Fund (UNICEF),0,0,USD
41122-India-2040%2FA0%2F04%2F836%2F560,"IR62-Strategic knowledge on MDGs, social inclusion, equity and child rights developed, documented an",United Nations Children's Fund (UNICEF),0,0,USD
41122-India-2040%2FA0%2F05%2F800%2F001,Governance and Systems,United Nations Children's Fund (UNICEF),0,0,USD
41122-India-2040%2FA0%2F05%2F800%2F002,Financial Resources and Stewardship,United Nations Children's Fund (UNICEF),0,23307,USD
41122-India-2040%2FA0%2F05%2F800%2F003,Human Capacity,United Nations Children's Fund (UNICEF),0,1534,USD
41122-India-2040%2FDM%2F01%2F800%2F999,PRIOR-YEAR COMMITMENTS,United Nations Children's Fund (UNICEF),0,2997,USD
AU-5-INI271-IN,Regional Management and Policy,Australia - Department of  Foreign Affairs and Trade,0,82945,USD
AU-5-INI384-IN,AusAID NGO Cooperation Program Development Plans,Australia - Department of  Foreign Affairs and Trade,0,2999202,USD
AU-5-INI485-IN,South Asia Water Initiative,Australia - Department of  Foreign Affairs and Trade,0,2513583,USD
AU-5-INI592-IN,"Civil Society Water, Sanitation and Hygiene Fund",Australia - Department of  Foreign Affairs and Trade,0,1094504,USD
AU-5-INI691-IN,Water and Sanitation Initiative Global Programming,Australia - Department of  Foreign Affairs and Trade,0,1232984,USD
AU-5-INI941-IN,ANCP Partnership Agreements,Australia - Department of  Foreign Affairs and Trade,0,6564518,USD
AU-5-INJ014-IN,ANCP Innovations Fund 2009-10 to 2012-13,Australia - Department of  Foreign Affairs and Trade,0,199722,USD
AU-5-INJ033-IN,India Public Sector Linkages Program,Australia - Department of  Foreign Affairs and Trade,0,5297473,USD
AU-5-INJ034-IN,Energy Security and Climate Change,Australia - Department of  Foreign Affairs and Trade,0,3428194,USD
AU-5-INJ037-IN,South Asia Water and Sanitation,Australia - Department of  Foreign Affairs and Trade,0,4903512,USD
AU-5-INJ082-IN,Human Rights Small Grants Scheme 2009-10,Australia - Department of  Foreign Affairs and Trade,0,127093,USD
AU-5-INJ100-IN,South Asia PSLP,Australia - Department of  Foreign Affairs and Trade,0,267867,USD
AU-5-INJ203-IN,SAARC Agricultural Research and Training Project,Australia - Department of  Foreign Affairs and Trade,0,142159,USD
AU-5-INJ429-IN,Australia Awards,Australia - Department of  Foreign Affairs and Trade,0,10848,USD
AU-5-INJ522-IN,Direct Aid Program (DAP) 2010-11,Australia - Department of  Foreign Affairs and Trade,0,200757,USD
AU-5-INJ554-IN,ALA Scholarships 2011 Intake,Australia - Department of  Foreign Affairs and Trade,0,786477,USD
AU-5-INJ581-IN,ACIAR Long term Awards - OASIS,Australia - Department of  Foreign Affairs and Trade,0,46,USD
AU-5-INJ866-IN,IPPF South Asia Strategic Plan 2010-2015,Australia - Department of  Foreign Affairs and Trade,0,3359971,USD
AU-5-INJ869-IN,South Asia Food and Nutrition Security Initiative,Australia - Department of  Foreign Affairs and Trade,0,1083605,USD
AU-5-INK013-IN,Water and Food Security,Australia - Department of  Foreign Affairs and Trade,0,2131961,USD
AU-5-INK048-IN,Australian Development Awards - 2012 Intake,Australia - Department of  Foreign Affairs and Trade,0,432314,USD
AU-5-INK058-IN,Direct Aid Program (DAP) 2011-12,Australia - Department of  Foreign Affairs and Trade,0,238747,USD
AU-5-INK131-IN,Multilateral climate change mitigation,Australia - Department of  Foreign Affairs and Trade,0,952590,USD
AU-5-INK246-IN,ANCP Program and Policy Support,Australia - Department of  Foreign Affairs and Trade,0,15096,USD
AU-5-INK267-IN,World Bank Governance Partnership Facility,Australia - Department of  Foreign Affairs and Trade,0,62718,USD
AU-5-INK373-IN,International Seminar Support Scheme Phase III,Australia - Department of  Foreign Affairs and Trade,0,64715,USD
AU-5-INK431-IN,AusAID-World Bank Partnership for South Asia,Australia - Department of  Foreign Affairs and Trade,0,1613468,USD
AU-5-INK517-IN,ADB Regional Energy,Australia - Department of  Foreign Affairs and Trade,0,511670,USD
AU-5-INK573-IN,Australia Awards - 2013 Intake,Australia - Department of  Foreign Affairs and Trade,0,419695,USD
AU-5-INK587-IN,ICIMOD Water Resources Management in South Asia,Australia - Department of  Foreign Affairs and Trade,0,868987,USD
AU-5-INK680-IN,Direct Aid Program (DAP) 2012-13,Australia - Department of  Foreign Affairs and Trade,0,206750,USD
AU-5-INK770-IN,AusAID Development Research Awards Scheme 2012,Australia - Department of  Foreign Affairs and Trade,0,1417384,USD
AU-5-INK999-IN,Sustainable Development Investment Portfolio,Australia - Department of  Foreign Affairs and Trade,0,7569905,USD
AU-5-INL021-IN,ANCP Program Funding 2013-14 onwards,Australia - Department of  Foreign Affairs and Trade,0,3341385,USD
AU-5-INL062-IN,Australia Awards - 2014 Intake,Australia - Department of  Foreign Affairs and Trade,0,20813,USD
AU-5-INL093-IN,RCI: Trade Facilitation and Infrastructure,Australia - Department of  Foreign Affairs and Trade,0,292158,USD
AU-5-INL144-IN,Direct Aid Program (DAP) 2013-14,Australia - Department of  Foreign Affairs and Trade,0,316311,USD
AU-5-INL471-IN,Direct Aid Program (DAP) 2014-15,Australia - Department of  Foreign Affairs and Trade,0,340488,USD
CH-4-1980001668,Indo-Swiss Collaboration in Biotechnology (ISCB),Switzerland - Swiss Agency for Development and Cooperation (SDC),0,586763,USD
CH-4-1993000532,TERI-SDC Partnership 12-14,Switzerland - Swiss Agency for Development and Cooperation (SDC),0,102875,USD
CH-4-2004005895,WOTR Watershed Organisation Trust Partnership for Climate,Switzerland - Swiss Agency for Development and Cooperation (SDC),0,44931,USD
CH-4-2007003570,USAR India -  Capacity building,Switzerland - Swiss Agency for Development and Cooperation (SDC),0,125475,USD
CH-4-2008002905,Decentralisation and Local Governance,Switzerland - Swiss Agency for Development and Cooperation (SDC),0,-9056,USD
CH-4-2008003964,Indo-Swiss Programme on Building Energy Efficiency,Switzerland - Swiss Agency for Development and Cooperation (SDC),0,436008,USD
CH-4-2009002465,Renewable Energy,Switzerland - Swiss Agency for Development and Cooperation (SDC),0,78053,USD
CH-4-2010004471,TERI - SDC Project on Biomass,Switzerland - Swiss Agency for Development and Cooperation (SDC),0,142090,USD
CH-4-2011001351,Policy relevant research for Development of Renewable Energy in India,Switzerland - Swiss Agency for Development and Cooperation (SDC),0,2935,USD
CH-4-2011003611,Climate resilience through risk,Switzerland - Swiss Agency for Development and Cooperation (SDC),0,51437,USD
CH-4-2011003614,Himalaya Climate Adaptation,Switzerland - Swiss Agency for Development and Cooperation (SDC),0,640232,USD
CH-4-2012001305,Planned project: Low Carbon Cement,Switzerland - Swiss Agency for Development and Cooperation (SDC),0,54613,USD
CH-4-2014002451,IND: CapaCITIES,Switzerland - Swiss Agency for Development and Cooperation (SDC),0,171101,USD
CH-4-2015001243,Swiss Cooperation Office,Switzerland - Swiss Agency for Development and Cooperation (SDC),0,-98434,USD
ciks-GPAFIMP024,Poverty Reduction through Sustainable Agriculture in Southern India,Centre for Indian Knowledge Systems,0,619335,USD
